2017-11-9-10-39-27    UserID [19]    Transaction Complete 
2017-11-9-10-39-27    UserID [4]    Transaction Complete 
2017-11-9-10-39-27    UserID [8]    Transaction Complete 
2017-11-9-10-39-27    UserID [10]    Transaction Complete 
2017-11-9-10-39-27    UserID [12]    Transaction Complete 
2017-11-9-10-39-27    UserID [5]    Transaction Complete 
2017-11-9-10-39-27    UserID [16]    Transaction Complete 
2017-11-9-10-39-27    UserID [14]    Transaction Complete 
2017-11-9-10-39-27    UserID [15]    Transaction Complete 
2017-11-9-10-39-27    UserID [11]    Transaction Complete 
2017-11-9-10-39-27    UserID [3]    Transaction Complete 
2017-11-9-10-39-27    UserID [1]    Transaction Complete 
2017-11-9-10-39-27    UserID [7]    Transaction Complete 
2017-11-9-10-39-27    UserID [17]    Transaction Complete 
2017-11-9-10-39-27    UserID [18]    Transaction Complete 
2017-11-9-10-39-27    UserID [9]    Transaction Complete 
2017-11-9-10-39-27    UserID [13]    Transaction Complete 
2017-11-9-10-39-27    UserID [10]    Transaction Complete 
2017-11-9-10-39-28    UserID [2]    Transaction Complete 
2017-11-9-10-39-28    UserID [8]    Transaction Complete 
2017-11-9-10-39-28    UserID [11]    Transaction Complete 
2017-11-9-10-39-28    UserID [3]    Transaction Complete 
2017-11-9-10-39-28    UserID [6]    Transaction Complete 
2017-11-9-10-39-28    UserID [4]    Transaction Complete 
2017-11-9-10-39-28    UserID [15]    Transaction Complete 
2017-11-9-10-39-28    UserID [16]    Transaction Complete 
2017-11-9-10-39-28    UserID [19]    Transaction Complete 
2017-11-9-10-39-28    UserID [5]    Transaction Complete 
2017-11-9-10-39-28    UserID [0]    Transaction Complete 
2017-11-9-10-39-28    UserID [1]    Transaction Complete 
2017-11-9-10-39-28    UserID [14]    Transaction Complete 
2017-11-9-10-39-28    UserID [12]    Transaction Complete 
2017-11-9-10-39-28    UserID [17]    Transaction Complete 
2017-11-9-10-39-28    UserID [7]    Transaction Complete 
2017-11-9-10-39-28    UserID [18]    Transaction Complete 
2017-11-9-10-39-28    UserID [9]    Transaction Complete 
2017-11-9-10-39-28    UserID [13]    Transaction Complete 
2017-11-9-10-39-28    UserID [10]    Transaction Complete 
2017-11-9-10-39-28    UserID [8]    Transaction Complete 
2017-11-9-10-39-28    UserID [2]    Transaction Complete 
2017-11-9-10-39-28    UserID [11]    Transaction Complete 
2017-11-9-10-39-28    UserID [4]    Transaction Complete 
2017-11-9-10-39-28    UserID [19]    Transaction Complete 
2017-11-9-10-39-28    UserID [12]    Transaction Complete 
2017-11-9-10-39-28    UserID [16]    Transaction Complete 
2017-11-9-10-39-28    UserID [5]    Transaction Complete 
2017-11-9-10-39-28    UserID [15]    Transaction Complete 
2017-11-9-10-39-28    UserID [1]    Transaction Complete 
2017-11-9-10-39-28    UserID [6]    Transaction Complete 
2017-11-9-10-39-28    UserID [0]    Transaction Complete 
2017-11-9-10-39-28    UserID [18]    Transaction Complete 
2017-11-9-10-39-28    UserID [14]    Transaction Complete 
2017-11-9-10-39-28    UserID [17]    Transaction Complete 
2017-11-9-10-39-28    UserID [3]    Transaction Complete 
2017-11-9-10-39-28    UserID [7]    Transaction Complete 
2017-11-9-10-39-28    UserID [9]    Transaction Complete 
2017-11-9-10-39-28    UserID [13]    Transaction Complete 
2017-11-9-10-39-28    UserID [10]    Transaction Complete 
2017-11-9-10-39-28    UserID [2]    Transaction Complete 
2017-11-9-10-39-28    UserID [8]    Transaction Complete 
2017-11-9-10-39-28    UserID [11]    Transaction Complete 
2017-11-9-10-39-29    UserID [19]    Transaction Complete 
2017-11-9-10-39-29    UserID [4]    Transaction Complete 
2017-11-9-10-39-29    UserID [12]    Transaction Complete 
2017-11-9-10-39-29    UserID [14]    Transaction Complete 
2017-11-9-10-39-29    UserID [1]    Transaction Complete 
2017-11-9-10-39-29    UserID [16]    Transaction Complete 
2017-11-9-10-39-29    UserID [15]    Transaction Complete 
2017-11-9-10-39-29    UserID [9]    Transaction Complete 
2017-11-9-10-39-29    UserID [17]    Transaction Complete 
2017-11-9-10-39-29    UserID [7]    Transaction Complete 
2017-11-9-10-39-29    UserID [0]    Transaction Complete 
2017-11-9-10-39-29    UserID [6]    Transaction Complete 
2017-11-9-10-39-29    UserID [18]    Transaction Complete 
2017-11-9-10-39-29    UserID [5]    Transaction Complete 
2017-11-9-10-39-29    UserID [10]    Transaction Complete 
2017-11-9-10-39-29    UserID [3]    Transaction Complete 
2017-11-9-10-39-29    UserID [13]    Transaction Complete 
2017-11-9-10-39-29    UserID [8]    Transaction Complete 
2017-11-9-10-39-29    UserID [2]    Transaction Complete 
2017-11-9-10-39-29    UserID [11]    Transaction Complete 
2017-11-9-10-39-29    UserID [19]    Transaction Complete 
2017-11-9-10-39-29    UserID [4]    Transaction Complete 
2017-11-9-10-39-29    UserID [12]    Transaction Complete 
2017-11-9-10-39-29    UserID [1]    Transaction Complete 
2017-11-9-10-39-29    UserID [14]    Transaction Complete 
2017-11-9-10-39-29    UserID [18]    Transaction Complete 
2017-11-9-10-39-29    UserID [3]    Transaction Complete 
2017-11-9-10-39-29    UserID [8]    Transaction Complete 
2017-11-9-10-39-29    UserID [17]    Transaction Complete 
2017-11-9-10-39-29    UserID [9]    Transaction Complete 
2017-11-9-10-39-29    UserID [6]    Transaction Complete 
2017-11-9-10-39-29    UserID [16]    Transaction Complete 
2017-11-9-10-39-29    UserID [5]    Transaction Complete 
2017-11-9-10-39-29    UserID [7]    Transaction Complete 
2017-11-9-10-39-29    UserID [13]    Transaction Complete 
2017-11-9-10-39-29    UserID [15]    Transaction Complete 
2017-11-9-10-39-29    UserID [10]    Transaction Complete 
2017-11-9-10-39-29    UserID [0]    Transaction Complete 
2017-11-9-10-39-30    UserID [2]    Transaction Complete 
2017-11-9-10-39-30    UserID [11]    Transaction Complete 
2017-11-9-10-39-30    UserID [19]    Transaction Complete 
2017-11-9-10-39-30    UserID [12]    Transaction Complete 
2017-11-9-10-39-30    UserID [4]    Transaction Complete 
2017-11-9-10-39-30    UserID [1]    Transaction Complete 
2017-11-9-10-39-30    UserID [14]    Transaction Complete 
2017-11-9-10-39-30    UserID [17]    Transaction Complete 
2017-11-9-10-39-30    UserID [13]    Transaction Complete 
2017-11-9-10-39-30    UserID [18]    Transaction Complete 
2017-11-9-10-39-30    UserID [3]    Transaction Complete 
2017-11-9-10-39-30    UserID [10]    Transaction Complete 
2017-11-9-10-39-30    UserID [11]    Transaction Complete 
2017-11-9-10-39-30    UserID [5]    Transaction Complete 
2017-11-9-10-39-30    UserID [8]    Transaction Complete 
2017-11-9-10-39-30    UserID [15]    Transaction Complete 
2017-11-9-10-39-30    UserID [6]    Transaction Complete 
2017-11-9-10-39-30    UserID [7]    Transaction Complete 
2017-11-9-10-39-30    UserID [0]    Transaction Complete 
2017-11-9-10-39-30    UserID [4]    Transaction Complete 
2017-11-9-10-39-30    UserID [19]    Transaction Complete 
2017-11-9-10-39-30    UserID [2]    Transaction Complete 
2017-11-9-10-39-30    UserID [12]    Transaction Complete 
2017-11-9-10-39-30    UserID [16]    Transaction Complete 
2017-11-9-10-39-30    UserID [9]    Transaction Complete 
2017-11-9-10-39-30    UserID [1]    Transaction Complete 
2017-11-9-10-39-30    UserID [14]    Transaction Complete 
2017-11-9-10-39-31    UserID [17]    Transaction Complete 
2017-11-9-10-39-31    UserID [13]    Transaction Complete 
2017-11-9-10-39-31    UserID [6]    Transaction Complete 
2017-11-9-10-39-31    UserID [2]    Transaction Complete 
2017-11-9-10-39-31    UserID [11]    Transaction Complete 
2017-11-9-10-39-31    UserID [19]    Transaction Complete 
2017-11-9-10-39-31    UserID [15]    Transaction Complete 
2017-11-9-10-39-31    UserID [8]    Transaction Complete 
2017-11-9-10-39-31    UserID [3]    Transaction Complete 
2017-11-9-10-39-31    UserID [9]    Transaction Complete 
2017-11-9-10-39-31    UserID [5]    Transaction Complete 
2017-11-9-10-39-31    UserID [18]    Transaction Complete 
2017-11-9-10-39-31    UserID [12]    Transaction Complete 
2017-11-9-10-39-31    UserID [7]    Transaction Complete 
2017-11-9-10-39-31    UserID [0]    Transaction Complete 
2017-11-9-10-39-31    UserID [10]    Transaction Complete 
2017-11-9-10-39-31    UserID [16]    Transaction Complete 
2017-11-9-10-39-31    UserID [4]    Transaction Complete 
2017-11-9-10-39-31    UserID [1]    Transaction Complete 
2017-11-9-10-39-31    UserID [14]    Transaction Complete 
2017-11-9-10-39-31    UserID [17]    Transaction Complete 
2017-11-9-10-39-31    UserID [13]    Transaction Complete 
2017-11-9-10-39-31    UserID [6]    Transaction Complete 
2017-11-9-10-39-31    UserID [18]    Transaction Complete 
2017-11-9-10-39-31    UserID [15]    Transaction Complete 
2017-11-9-10-39-31    UserID [12]    Transaction Complete 
2017-11-9-10-39-31    UserID [11]    Transaction Complete 
2017-11-9-10-39-31    UserID [19]    Transaction Complete 
2017-11-9-10-39-31    UserID [0]    Transaction Complete 
2017-11-9-10-39-31    UserID [3]    Transaction Complete 
2017-11-9-10-39-31    UserID [7]    Transaction Complete 
2017-11-9-10-39-31    UserID [10]    Transaction Complete 
2017-11-9-10-39-31    UserID [9]    Transaction Complete 
2017-11-9-10-39-31    UserID [2]    Transaction Complete 
2017-11-9-10-39-31    UserID [5]    Transaction Complete 
2017-11-9-10-39-31    UserID [8]    Transaction Complete 
2017-11-9-10-39-31    UserID [1]    Transaction Complete 
2017-11-9-10-39-31    UserID [16]    Transaction Complete 
2017-11-9-10-39-31    UserID [14]    Transaction Complete 
2017-11-9-10-39-31    UserID [17]    Transaction Complete 
2017-11-9-10-39-31    UserID [4]    Transaction Complete 
2017-11-9-10-39-31    UserID [6]    Transaction Complete 
2017-11-9-10-39-31    UserID [13]    Transaction Complete 
2017-11-9-10-39-32    UserID [9]    Transaction Complete 
2017-11-9-10-39-32    UserID [10]    Transaction Complete 
2017-11-9-10-39-32    UserID [17]    Transaction Complete 
2017-11-9-10-39-32    UserID [15]    Transaction Complete 
2017-11-9-10-39-32    UserID [11]    Transaction Complete 
2017-11-9-10-39-32    UserID [19]    Transaction Complete 
2017-11-9-10-39-32    UserID [4]    Transaction Complete 
2017-11-9-10-39-32    UserID [16]    Transaction Complete 
2017-11-9-10-39-32    UserID [2]    Transaction Complete 
2017-11-9-10-39-32    UserID [12]    Transaction Complete 
2017-11-9-10-39-32    UserID [0]    Transaction Complete 
2017-11-9-10-39-32    UserID [18]    Transaction Complete 
2017-11-9-10-39-32    UserID [5]    Transaction Complete 
2017-11-9-10-39-32    UserID [1]    Transaction Complete 
2017-11-9-10-39-32    UserID [14]    Transaction Complete 
2017-11-9-10-39-32    UserID [3]    Transaction Complete 
2017-11-9-10-39-32    UserID [8]    Transaction Complete 
2017-11-9-10-39-32    UserID [13]    Transaction Complete 
2017-11-9-10-39-32    UserID [7]    Transaction Complete 
2017-11-9-10-39-32    UserID [6]    Transaction Complete 
2017-11-9-10-39-33    UserID [9]    Transaction Complete 
2017-11-9-10-39-33    UserID [10]    Transaction Complete 
2017-11-9-10-39-33    UserID [17]    Transaction Complete 
2017-11-9-10-39-33    UserID [11]    Transaction Complete 
2017-11-9-10-39-33    UserID [0]    Transaction Complete 
2017-11-9-10-39-33    UserID [19]    Transaction Complete 
2017-11-9-10-39-33    UserID [5]    Transaction Complete 
2017-11-9-10-39-33    UserID [2]    Transaction Complete 
2017-11-9-10-39-33    UserID [14]    Transaction Complete 
2017-11-9-10-39-33    UserID [13]    Transaction Complete 
2017-11-9-10-39-33    UserID [1]    Transaction Complete 
2017-11-9-10-39-33    UserID [4]    Transaction Complete 
2017-11-9-10-39-33    UserID [12]    Transaction Complete 
2017-11-9-10-39-33    UserID [16]    Transaction Complete 
2017-11-9-10-39-33    UserID [7]    Transaction Complete 
2017-11-9-10-39-33    UserID [18]    Transaction Complete 
2017-11-9-10-39-33    UserID [15]    Transaction Complete 
2017-11-9-10-39-33    UserID [8]    Transaction Complete 
2017-11-9-10-39-33    UserID [3]    Transaction Complete 
2017-11-9-10-39-33    UserID [6]    Transaction Complete 
2017-11-9-10-39-33    UserID [9]    Transaction Complete 
2017-11-9-10-39-33    UserID [10]    Transaction Complete 
2017-11-9-10-39-33    UserID [17]    Transaction Complete 
2017-11-9-10-39-33    UserID [11]    Transaction Complete 
2017-11-9-10-39-33    UserID [8]    Transaction Complete 
2017-11-9-10-39-33    UserID [12]    Transaction Complete 
2017-11-9-10-39-33    UserID [1]    Transaction Complete 
2017-11-9-10-39-33    UserID [14]    Transaction Complete 
2017-11-9-10-39-33    UserID [2]    Transaction Complete 
2017-11-9-10-39-33    UserID [4]    Transaction Complete 
2017-11-9-10-39-33    UserID [5]    Transaction Complete 
2017-11-9-10-39-33    UserID [9]    Transaction Complete 
2017-11-9-10-39-33    UserID [13]    Transaction Complete 
2017-11-9-10-39-33    UserID [3]    Transaction Complete 
2017-11-9-10-39-33    UserID [18]    Transaction Complete 
2017-11-9-10-39-33    UserID [6]    Transaction Complete 
2017-11-9-10-39-33    UserID [7]    Transaction Complete 
2017-11-9-10-39-33    UserID [19]    Transaction Complete 
2017-11-9-10-39-33    UserID [15]    Transaction Complete 
2017-11-9-10-39-33    UserID [16]    Transaction Complete 
2017-11-9-10-39-33    UserID [0]    Transaction Complete 
2017-11-9-10-39-33    UserID [10]    Transaction Complete 
2017-11-9-10-39-34    UserID [17]    Transaction Complete 
2017-11-9-10-39-34    UserID [11]    Transaction Complete 
2017-11-9-10-39-34    UserID [5]    Transaction Complete 
2017-11-9-10-39-34    UserID [14]    Transaction Complete 
2017-11-9-10-39-34    UserID [1]    Transaction Complete 
2017-11-9-10-39-34    UserID [8]    Transaction Complete 
2017-11-9-10-39-34    UserID [2]    Transaction Complete 
2017-11-9-10-39-34    UserID [6]    Transaction Complete 
2017-11-9-10-39-34    UserID [13]    Transaction Complete 
2017-11-9-10-39-34    UserID [4]    Transaction Complete 
2017-11-9-10-39-34    UserID [18]    Transaction Complete 
2017-11-9-10-39-34    UserID [3]    Transaction Complete 
2017-11-9-10-39-34    UserID [19]    Transaction Complete 
2017-11-9-10-39-34    UserID [9]    Transaction Complete 
2017-11-9-10-39-34    UserID [12]    Transaction Complete 
2017-11-9-10-39-34    UserID [7]    Transaction Complete 
2017-11-9-10-39-34    UserID [0]    Transaction Complete 
2017-11-9-10-39-34    UserID [15]    Transaction Complete 
2017-11-9-10-39-34    UserID [16]    Transaction Complete 
2017-11-9-10-39-34    UserID [10]    Transaction Complete 
2017-11-9-10-39-34    UserID [17]    Transaction Complete 
2017-11-9-10-39-34    UserID [11]    Transaction Complete 
2017-11-9-10-39-35    UserID [1]    Transaction Complete 
2017-11-9-10-39-35    UserID [14]    Transaction Complete 
2017-11-9-10-39-35    UserID [5]    Transaction Complete 
2017-11-9-10-39-35    UserID [13]    Transaction Complete 
2017-11-9-10-39-35    UserID [18]    Transaction Complete 
2017-11-9-10-39-35    UserID [7]    Transaction Complete 
2017-11-9-10-39-35    UserID [9]    Transaction Complete 
2017-11-9-10-39-35    UserID [6]    Transaction Complete 
2017-11-9-10-39-35    UserID [3]    Transaction Complete 
2017-11-9-10-39-35    UserID [2]    Transaction Complete 
2017-11-9-10-39-35    UserID [15]    Transaction Complete 
2017-11-9-10-39-35    UserID [4]    Transaction Complete 
2017-11-9-10-39-35    UserID [19]    Transaction Complete 
2017-11-9-10-39-35    UserID [12]    Transaction Complete 
2017-11-9-10-39-35    UserID [10]    Transaction Complete 
2017-11-9-10-39-35    UserID [8]    Transaction Complete 
2017-11-9-10-39-35    UserID [0]    Transaction Complete 
2017-11-9-10-39-35    UserID [11]    Transaction Complete 
2017-11-9-10-39-35    UserID [17]    Transaction Complete 
2017-11-9-10-39-35    UserID [16]    Transaction Complete 
2017-11-9-10-39-35    UserID [5]    Transaction Complete 
2017-11-9-10-39-35    UserID [14]    Transaction Complete 
2017-11-9-10-39-35    UserID [1]    Transaction Complete 
2017-11-9-10-39-35    UserID [13]    Transaction Complete 
2017-11-9-10-39-35    UserID [7]    Transaction Complete 
2017-11-9-10-39-35    UserID [4]    Transaction Complete 
2017-11-9-10-39-36    UserID [9]    Transaction Complete 
2017-11-9-10-39-36    UserID [15]    Transaction Complete 
2017-11-9-10-39-36    UserID [11]    Transaction Complete 
2017-11-9-10-39-36    UserID [2]    Transaction Complete 
2017-11-9-10-39-36    UserID [6]    Transaction Complete 
2017-11-9-10-39-36    UserID [18]    Transaction Complete 
2017-11-9-10-39-36    UserID [8]    Transaction Complete 
2017-11-9-10-39-36    UserID [12]    Transaction Complete 
2017-11-9-10-39-36    UserID [3]    Transaction Complete 
2017-11-9-10-39-36    UserID [16]    Transaction Complete 
2017-11-9-10-39-36    UserID [19]    Transaction Complete 
2017-11-9-10-39-36    UserID [10]    Transaction Complete 
2017-11-9-10-39-36    UserID [17]    Transaction Complete 
2017-11-9-10-39-36    UserID [0]    Transaction Complete 
2017-11-9-10-39-36    UserID [14]    Transaction Complete 
2017-11-9-10-39-36    UserID [5]    Transaction Complete 
2017-11-9-10-39-36    UserID [1]    Transaction Complete 
2017-11-9-10-39-36    UserID [13]    Transaction Complete 
2017-11-9-10-39-36    UserID [7]    Transaction Complete 
2017-11-9-10-39-36    UserID [4]    Transaction Complete 
2017-11-9-10-39-36    UserID [9]    Transaction Complete 
2017-11-9-10-39-36    UserID [12]    Transaction Complete 
2017-11-9-10-39-36    UserID [6]    Transaction Complete 
2017-11-9-10-39-36    UserID [11]    Transaction Complete 
2017-11-9-10-39-36    UserID [2]    Transaction Complete 
2017-11-9-10-39-36    UserID [15]    Transaction Complete 
2017-11-9-10-39-36    UserID [3]    Transaction Complete 
2017-11-9-10-39-36    UserID [18]    Transaction Complete 
2017-11-9-10-39-36    UserID [17]    Transaction Complete 
2017-11-9-10-39-36    UserID [10]    Transaction Complete 
2017-11-9-10-39-36    UserID [0]    Transaction Complete 
2017-11-9-10-39-36    UserID [14]    Transaction Complete 
2017-11-9-10-39-36    UserID [1]    Transaction Complete 
2017-11-9-10-39-36    UserID [8]    Transaction Complete 
2017-11-9-10-39-36    UserID [19]    Transaction Complete 
2017-11-9-10-39-36    UserID [16]    Transaction Complete 
2017-11-9-10-39-36    UserID [13]    Transaction Complete 
2017-11-9-10-39-36    UserID [5]    Transaction Complete 
2017-11-9-10-39-36    UserID [7]    Transaction Complete 
2017-11-9-10-39-37    UserID [4]    Transaction Complete 
2017-11-9-10-39-37    UserID [9]    Transaction Complete 
2017-11-9-10-39-37    UserID [12]    Transaction Complete 
2017-11-9-10-39-37    UserID [6]    Transaction Complete 
2017-11-9-10-39-37    UserID [11]    Transaction Complete 
2017-11-9-10-39-37    UserID [3]    Transaction Complete 
2017-11-9-10-39-37    UserID [5]    Transaction Complete 
2017-11-9-10-39-37    UserID [18]    Transaction Complete 
2017-11-9-10-39-37    UserID [19]    Transaction Complete 
2017-11-9-10-39-37    UserID [15]    Transaction Complete 
2017-11-9-10-39-37    UserID [10]    Transaction Complete 
2017-11-9-10-39-37    UserID [2]    Transaction Complete 
2017-11-9-10-39-37    UserID [8]    Transaction Complete 
2017-11-9-10-39-37    UserID [13]    Transaction Complete 
2017-11-9-10-39-37    UserID [1]    Transaction Complete 
2017-11-9-10-39-37    UserID [0]    Transaction Complete 
2017-11-9-10-39-37    UserID [14]    Transaction Complete 
2017-11-9-10-39-37    UserID [17]    Transaction Complete 
2017-11-9-10-39-37    UserID [16]    Transaction Complete 
2017-11-9-10-39-37    UserID [7]    Transaction Complete 
2017-11-9-10-39-37    UserID [4]    Transaction Complete 
2017-11-9-10-39-37    UserID [9]    Transaction Complete 
2017-11-9-10-39-37    UserID [12]    Transaction Complete 
2017-11-9-10-39-38    UserID [11]    Transaction Complete 
2017-11-9-10-39-38    UserID [3]    Transaction Complete 
2017-11-9-10-39-38    UserID [6]    Transaction Complete 
2017-11-9-10-39-38    UserID [18]    Transaction Complete 
2017-11-9-10-39-38    UserID [7]    Transaction Complete 
2017-11-9-10-39-38    UserID [1]    Transaction Complete 
2017-11-9-10-39-38    UserID [19]    Transaction Complete 
2017-11-9-10-39-38    UserID [14]    Transaction Complete 
2017-11-9-10-39-38    UserID [2]    Transaction Complete 
2017-11-9-10-39-38    UserID [15]    Transaction Complete 
2017-11-9-10-39-38    UserID [16]    Transaction Complete 
2017-11-9-10-39-38    UserID [5]    Transaction Complete 
2017-11-9-10-39-38    UserID [4]    Transaction Complete 
2017-11-9-10-39-38    UserID [0]    Transaction Complete 
2017-11-9-10-39-38    UserID [10]    Transaction Complete 
2017-11-9-10-39-38    UserID [17]    Transaction Complete 
2017-11-9-10-39-38    UserID [8]    Transaction Complete 
2017-11-9-10-39-38    UserID [13]    Transaction Complete 
2017-11-9-10-39-38    UserID [9]    Transaction Complete 
2017-11-9-10-39-38    UserID [12]    Transaction Complete 
2017-11-9-10-39-38    UserID [11]    Transaction Complete 
2017-11-9-10-39-38    UserID [3]    Transaction Complete 
2017-11-9-10-39-38    UserID [18]    Transaction Complete 
2017-11-9-10-39-38    UserID [6]    Transaction Complete 
2017-11-9-10-39-38    UserID [5]    Transaction Complete 
2017-11-9-10-39-38    UserID [17]    Transaction Complete 
2017-11-9-10-39-38    UserID [9]    Transaction Complete 
2017-11-9-10-39-38    UserID [4]    Transaction Complete 
2017-11-9-10-39-38    UserID [1]    Transaction Complete 
2017-11-9-10-39-38    UserID [10]    Transaction Complete 
2017-11-9-10-39-38    UserID [2]    Transaction Complete 
2017-11-9-10-39-38    UserID [12]    Transaction Complete 
2017-11-9-10-39-38    UserID [7]    Transaction Complete 
2017-11-9-10-39-38    UserID [14]    Transaction Complete 
2017-11-9-10-39-38    UserID [0]    Transaction Complete 
2017-11-9-10-39-38    UserID [15]    Transaction Complete 
2017-11-9-10-39-38    UserID [19]    Transaction Complete 
2017-11-9-10-39-38    UserID [8]    Transaction Complete 
2017-11-9-10-39-38    UserID [16]    Transaction Complete 
2017-11-9-10-39-38    UserID [13]    Transaction Complete 
2017-11-9-10-39-38    UserID [11]    Transaction Complete 
2017-11-9-10-39-38    UserID [3]    Transaction Complete 
2017-11-9-10-39-39    UserID [18]    Transaction Complete 
2017-11-9-10-39-39    UserID [6]    Transaction Complete 
2017-11-9-10-39-39    UserID [5]    Transaction Complete 
2017-11-9-10-39-39    UserID [1]    Transaction Complete 
2017-11-9-10-39-39    UserID [9]    Transaction Complete 
2017-11-9-10-39-39    UserID [10]    Transaction Complete 
2017-11-9-10-39-39    UserID [17]    Transaction Complete 
2017-11-9-10-39-39    UserID [4]    Transaction Complete 
2017-11-9-10-39-39    UserID [7]    Transaction Complete 
2017-11-9-10-39-39    UserID [8]    Transaction Complete 
2017-11-9-10-39-39    UserID [15]    Transaction Complete 
2017-11-9-10-39-39    UserID [16]    Transaction Complete 
2017-11-9-10-39-39    UserID [2]    Transaction Complete 
2017-11-9-10-39-39    UserID [14]    Transaction Complete 
2017-11-9-10-39-39    UserID [13]    Transaction Complete 
2017-11-9-10-39-39    UserID [12]    Transaction Complete 
2017-11-9-10-39-39    UserID [11]    Transaction Complete 
2017-11-9-10-39-39    UserID [19]    Transaction Complete 
2017-11-9-10-39-39    UserID [3]    Transaction Complete 
2017-11-9-10-39-39    UserID [0]    Transaction Complete 
2017-11-9-10-39-39    UserID [18]    Transaction Complete 
2017-11-9-10-39-39    UserID [6]    Transaction Complete 
2017-11-9-10-39-39    UserID [5]    Transaction Complete 
2017-11-9-10-39-40    UserID [1]    Transaction Complete 
2017-11-9-10-39-40    UserID [10]    Transaction Complete 
2017-11-9-10-39-40    UserID [9]    Transaction Complete 
2017-11-9-10-39-40    UserID [8]    Transaction Complete 
2017-11-9-10-39-40    UserID [16]    Transaction Complete 
2017-11-9-10-39-40    UserID [4]    Transaction Complete 
2017-11-9-10-39-40    UserID [13]    Transaction Complete 
